The SAS System                                                                        11:10 Thursday, March 28, 2019   1

The MEANS Procedure

Variable      N            Mean         Std Dev         Minimum         Maximum
-------------------------------------------------------------------------------
rsupply1    126       0.1266067       0.0315774       0.0662539       0.1867472
rsupply2    126       0.2788413       0.0508251       0.1817189       0.3779807
rsupply3    126       0.3134910       0.0307386       0.2559258       0.3897296
rsupply4    126       0.2810610       0.0445367       0.2037366       0.4084046
rsupply5    126       0.1817130       0.0249233       0.1343178       0.2454311
rsupply6    126       0.0993481       0.0226877       0.0599764       0.1629735
shs         126       0.5242114       0.0408827       0.4384094       0.6092099
scoll1      126       0.4378066       0.0415674       0.3486102       0.5372164
scoll2      126       0.4576762       0.0453617       0.3613141       0.5698111
logrels1    126      -0.1815493       0.1722374      -0.5582086       0.2032477
logrels2    126      -0.1375458       0.1760127      -0.5224151       0.2621516
-------------------------------------------------------------------------------
The SAS System                                                                        11:10 Thursday, March 28, 2019   2

The CORR Procedure

  11  Variables:    rsupply1 rsupply2 rsupply3 rsupply4 rsupply5 rsupply6 shs      scoll1   scoll2   logrels1 logrels2 


                                    Simple Statistics
 
Variable           N          Mean       Std Dev           Sum       Minimum       Maximum

rsupply1         124       0.12670       0.03182      15.71136       0.06625       0.18675
rsupply2         124       0.27865       0.05121      34.55305       0.18172       0.37798
rsupply3         124       0.31346       0.03099      38.86923       0.25593       0.38973
rsupply4         124       0.28118       0.04488      34.86637       0.20374       0.40840
rsupply5         124       0.18176       0.02512      22.53855       0.13432       0.24543
rsupply6         124       0.09942       0.02286      12.32782       0.05998       0.16297
shs              124       0.52408       0.04119      64.98561       0.43841       0.60921
scoll1           124       0.43791       0.04189      54.30098       0.34861       0.53722
scoll2           124       0.45779       0.04571      56.76655       0.36131       0.56981
logrels1         124      -0.18108       0.17357     -22.45369      -0.55821       0.20325
logrels2         124      -0.13706       0.17737     -16.99546      -0.52242       0.26215


                                      Pearson Correlation Coefficients, N = 124 
                                              Prob > |r| under H0: Rho=0
 
          rsupply1  rsupply2  rsupply3  rsupply4  rsupply5  rsupply6       shs    scoll1    scoll2  logrels1  logrels2

rsupply1   1.00000  -0.50914   0.13303  -0.21995  -0.17760  -0.23665  -0.04214  -0.18645  -0.19452  -0.07990  -0.08644
                      <.0001    0.1408    0.0141    0.0485    0.0081    0.6422    0.0381    0.0304    0.3777    0.3398

rsupply2  -0.50914   1.00000  -0.37299  -0.52246  -0.58765  -0.38000   0.82750  -0.69769  -0.67735  -0.76458  -0.75338
            <.0001              <.0001    <.0001    <.0001    <.0001    <.0001    <.0001    <.0001    <.0001    <.0001

rsupply3   0.13303  -0.37299   1.00000  -0.35915  -0.21002  -0.47430  -0.01562  -0.01495  -0.06114   0.00317  -0.02128
            0.1408    <.0001              <.0001    0.0192    <.0001    0.8633    0.8691    0.4999    0.9722    0.8145

rsupply4  -0.21995  -0.52246  -0.35915   1.00000   0.94140   0.92880  -0.90348   0.93854   0.95296   0.92681   0.93554
            0.0141    <.0001    <.0001              <.0001    <.0001    <.0001    <.0001    <.0001    <.0001    <.0001

rsupply5  -0.17760  -0.58765  -0.21002   0.94140   1.00000   0.74938  -0.90553   0.93091   0.92802   0.92431   0.92378
            0.0485    <.0001    0.0192    <.0001              <.0001    <.0001    <.0001    <.0001    <.0001    <.0001

rsupply6  -0.23665  -0.38000  -0.47430   0.92880   0.74938   1.00000  -0.77872   0.81968   0.85115   0.80390   0.82162
            0.0081    <.0001    <.0001    <.0001    <.0001              <.0001    <.0001    <.0001    <.0001    <.0001

shs       -0.04214   0.82750  -0.01562  -0.90348  -0.90553  -0.77872   1.00000  -0.97374  -0.97019  -0.99246  -0.99126
            0.6422    <.0001    0.8633    <.0001    <.0001    <.0001              <.0001    <.0001    <.0001    <.0001

scoll1    -0.18645  -0.69769  -0.01495   0.93854   0.93091   0.81968  -0.97374   1.00000   0.99836   0.99413   0.99444
            0.0381    <.0001    0.8691    <.0001    <.0001    <.0001    <.0001              <.0001    <.0001    <.0001

scoll2    -0.19452  -0.67735  -0.06114   0.95296   0.92802   0.85115  -0.97019   0.99836   1.00000   0.99140   0.99346
            0.0304    <.0001    0.4999    <.0001    <.0001    <.0001    <.0001    <.0001              <.0001    <.0001

logrels1  -0.07990  -0.76458   0.00317   0.92681   0.92431   0.80390  -0.99246   0.99413   0.99140   1.00000   0.99953
            0.3777    <.0001    0.9722    <.0001    <.0001    <.0001    <.0001    <.0001    <.0001              <.0001
The SAS System                                                                        11:10 Thursday, March 28, 2019   3

The CORR Procedure

                                      Pearson Correlation Coefficients, N = 124 
                                              Prob > |r| under H0: Rho=0
 
          rsupply1  rsupply2  rsupply3  rsupply4  rsupply5  rsupply6       shs    scoll1    scoll2  logrels1  logrels2

logrels2  -0.08644  -0.75338  -0.02128   0.93554   0.92378   0.82162  -0.99126   0.99444   0.99346   0.99953   1.00000
            0.3398    <.0001    0.8145    <.0001    <.0001    <.0001    <.0001    <.0001    <.0001    <.0001          
The SAS System                                                                        11:10 Thursday, March 28, 2019   4

Obs    rmsa       supply       rsupply1    rsupply2    rsupply3    rsupply4    rsupply5    rsupply6

  1       .    229957927235     0.12586     0.27646     0.31324     0.28445     0.18364     0.10081
  2       0     58336345098     0.11728     0.29758     0.31740     0.26773     0.17530     0.09243
  3       1     33388071981     0.12380     0.28337     0.31324     0.27959     0.18199     0.09760
  4    4480      7182368805     0.17719     0.18942     0.32800     0.30539     0.19705     0.10833
  5    5600      6083650693     0.12491     0.25587     0.28173     0.33749     0.19613     0.14136
  6    1600      5930318758     0.12056     0.25702     0.31314     0.30929     0.19852     0.11077
  7    8840      4276961676     0.10681     0.25949     0.28243     0.35127     0.20090     0.15038
  8    6160      3451392932     0.09633     0.33169     0.26855     0.30342     0.19469     0.10873
  9     520      3180726121     0.14143     0.28555     0.29256     0.28046     0.18907     0.09139
 10    3360      2959200343     0.17808     0.24657     0.30760     0.26775     0.18289     0.08486
 11    2160      2913758048     0.09607     0.28831     0.35542     0.26020     0.16760     0.09260
 12    1920      2822885226     0.17194     0.24491     0.31277     0.27039     0.18384     0.08655
 13    1120      2772535557     0.08880     0.24606     0.26935     0.39578     0.23558     0.16021
 14    6200      2523048265     0.14645     0.22428     0.36137     0.26790     0.17707     0.09083
 15    6780      2321365862     0.17994     0.19045     0.32575     0.30386     0.19607     0.10778
 16    5945      2232120233     0.17676     0.19143     0.33073     0.30108     0.19518     0.10590
 17    5380      2192506995     0.12411     0.25566     0.28179     0.33843     0.19666     0.14177
 18     720      2109066882     0.09408     0.25685     0.29497     0.35410     0.20528     0.14882
 19    7320      2071406773     0.18003     0.18890     0.32644     0.30463     0.20146     0.10317
 20    8280      1861833172     0.13862     0.27141     0.33100     0.25898     0.17037     0.08861
 21    1680      1826626657     0.09232     0.34558     0.30899     0.25311     0.16757     0.08553
 22    5775      1804359567     0.17924     0.19251     0.32492     0.30332     0.19952     0.10380
 23    7040      1784745243     0.10864     0.29653     0.31405     0.28078     0.18421     0.09656
 24    6280      1767344499     0.09062     0.37219     0.25961     0.27758     0.17336     0.10422
 25    5640      1743093279     0.10410     0.26691     0.27071     0.35828     0.22396     0.13433
 26    5120      1741834512     0.06625     0.26324     0.36037     0.31013     0.22089     0.08924
 27    7600      1711913720     0.09676     0.23324     0.36829     0.30172     0.20325     0.09847
 28    5000      1668217852     0.13947     0.26824     0.34149     0.25080     0.16441     0.08639
 29    2080      1666838607     0.10183     0.22266     0.32840     0.34711     0.23174     0.11537
 30    6440      1399694802     0.10965     0.24672     0.36345     0.28018     0.18635     0.09383
 31    4120      1322938039     0.16319     0.27310     0.35863     0.20508     0.14006     0.06502
 32    5720      1302726822     0.10955     0.25870     0.29769     0.33406     0.19932     0.13474
 33    5960      1297558415     0.14188     0.26343     0.33219     0.26251     0.17304     0.08947
 34    7360      1281614085     0.17797     0.19375     0.32693     0.30135     0.19495     0.10640
 35    7400      1274451157     0.18249     0.18908     0.32233     0.30610     0.20114     0.10496
 36    1640      1232114846     0.10311     0.34795     0.30894     0.23999     0.15421     0.08579
 37    1840      1224497928     0.09619     0.34714     0.30747     0.24920     0.16630     0.08291
 38    6920      1220143736     0.18031     0.19490     0.32076     0.30403     0.19724     0.10679
 39    2800      1216100033     0.17583     0.25365     0.31415     0.25637     0.17608     0.08028
 40    2680      1203139587     0.13955     0.27683     0.32633     0.25728     0.17219     0.08509
 41    3760      1169542368     0.10375     0.29586     0.32374     0.27665     0.17985     0.09680
 42    1520      1133959435     0.13928     0.29947     0.30910     0.25215     0.17581     0.07634
 43     875      1131122192     0.10607     0.26702     0.26986     0.35704     0.22446     0.13258
 44    3480      1102711731     0.11467     0.37001     0.29296     0.22236     0.14809     0.07428
 45    7240      1093362996     0.17097     0.24607     0.31292     0.27005     0.18699     0.08305
 46    3120      1066121037     0.13852     0.29955     0.31503     0.24690     0.16927     0.07763
 47    6640      1059611846     0.13738     0.28476     0.32237     0.25549     0.17051     0.08498
 48    6480      1058639425     0.12335     0.26981     0.28476     0.32208     0.20392     0.11816
 49    5015      1030128380     0.10905     0.27404     0.25876     0.35816     0.23118     0.12698
 50    3280      1011743251     0.08900     0.26717     0.27539     0.36844     0.21742     0.15102
 51     640       998019277     0.17495     0.24775     0.31014     0.26716     0.17716     0.09000
 52    5190       974826759     0.10764     0.27567     0.25593     0.36077     0.23340     0.12737
 53    6840       952331915     0.12412     0.25648     0.27865     0.34076     0.19960     0.14116
 54    5560       918747575     0.14608     0.33832     0.28517     0.23043     0.15426     0.07617
 55    5360       916412871     0.13963     0.33041     0.29440     0.23557     0.15594     0.07963
 56    8960       909970610     0.14202     0.27127     0.33735     0.24936     0.16516     0.08420
The SAS System                                                                        11:10 Thursday, March 28, 2019   5

Obs    rmsa      supply     rsupply1    rsupply2    rsupply3    rsupply4    rsupply5    rsupply6

 57    4520    899162004     0.12939     0.35209     0.29963     0.21890     0.13432     0.08458
 58    3600    883361884     0.14101     0.27680     0.33959     0.24260     0.15695     0.08565
 59    6760    878818461     0.10661     0.26420     0.29471     0.33448     0.20676     0.12772
 60    5080    856797017     0.09009     0.33034     0.32680     0.25278     0.17396     0.07881
 61    1280    848232532     0.12616     0.25659     0.28756     0.32968     0.19164     0.13804
